Time     	Unsubtracted	Baseline     	Program     	Sample     	Approx.     	Heat Flow
2,033333	1,319738	0	150	152,466614	0	1,480999
2,05	1,325105	0	150	152,468155	0	1,480999
2,066667	1,331391	0	150	152,468765	0	1,480999
2,083333	1,337181	0	150	152,471207	0	1,480999
2,1	1,342548	0	150	152,474884	0	1,480999
2,116667	1,347562	0	150	152,478867	0	1,480999
2,133333	1,3518	0	150	152,480103	0	1,480999
2,15	1,357096	0	150	152,483459	0	1,480999
2,166667	1,361051	0	150	152,486221	0	1,480999
2,183333	1,365005	0	150	152,485306	0	1,480999
2,2	1,368678	0	150	152,484695	0	1,480999
2,216667	1,372491	0	150	152,490509	0	1,480999
2,233333	1,37461	0	150	152,492661	0	1,480999
2,25	1,377788	0	150	152,493881	0	1,480999
2,266667	1,381107	0	150	152,498779	0	1,480999
2,283333	1,383649	0	150	152,503372	0	1,480999
2,3	1,387109	0	150	152,503067	0	1,480999
2,316667	1,389369	0	150	152,503372	0	1,480999
2,333333	1,391347	0	150	152,503677	0	1,480999
2,35	1,393889	0	150	152,504913	0	1,480999
2,366667	1,396784	0	150	152,506134	0	1,480999
2,383333	1,399609	0	150	152,510117	0	1,480999
2,4	1,40201	0	150	152,510422	0	1,480999
2,416667	1,404552	0	150	152,514404	0	1,480999
2,433333	1,407872	0	150	152,518997	0	1,480999
2,45	1,410131	0	150	152,521759	0	1,480999
2,466667	1,412391	0	150	152,522369	0	1,480999
2,483333	1,413733	0	150	152,525742	0	1,480999
2,5	1,414369	0	150	152,532181	0	1,480999
2,516667	1,41571	0	150	152,536148	0	1,480999
2,533333	1,418394	0	150	152,5383	0	1,480999
2,55	1,419665	0	150	152,541061	0	1,480999
2,566667	1,421219	0	150	152,545959	0	1,480999
2,583333	1,423267	0	150	152,545349	0	1,480999
2,6	1,425385	0	150	152,543503	0	1,480999
2,616667	1,426515	0	150	152,548416	0	1,480999
2,633333	1,428916	0	150	152,549942	0	1,480999
2,65	1,431388	0	150	152,550858	0	1,480999
2,666667	1,433436	0	150	152,550858	0	1,480999
2,683333	1,435978	0	150	152,553314	0	1,480999
2,7	1,438167	0	150	152,552704	0	1,480999
2,716667	1,440286	0	150	152,556061	0	1,480999
2,733333	1,443746	0	150	152,556061	0	1,480999
2,75	1,44643	0	150	152,560669	0	1,480999
2,766667	1,448901	0	150	152,563721	0	1,480999
2,783333	1,451303	0	150	152,562805	0	1,480999
2,8	1,453845	0	150	152,562805	0	1,480999
2,816667	1,456105	0	150	152,567398	0	1,480999
2,833333	1,459071	0	150	152,566788	0	1,480999
2,85	1,46133	0	150	152,568008	0	1,480999
2,866667	1,464014	0	150	152,573837	0	1,480999
2,883333	1,465568	0	150	152,578735	0	1,480999
2,9	1,46811	0	150	152,577209	0	1,480999
2,916667	1,470087	0	150	152,579041	0	1,480999
2,933333	1,472771	0	150	152,580887	0	1,480999
2,95	1,475878	0	150	152,582413	0	1,480999
2,966667	1,478138	0	150	152,584564	0	1,480999
